Edition,Sport,Discipline,NOC,Event,Event_gender,Medal
2008,Wrestling,Wrestling Free.,KAZ,55 - 63kg,W,Bronze
2008,Wrestling,Wrestling Free.,JPN,55 - 63kg,W,Gold
2008,Wrestling,Wrestling Free.,RUS,55 - 63kg,W,Silver
2008,Wrestling,Wrestling Free.,IND,60 - 66kg,M,Bronze
2008,Wrestling,Wrestling Free.,GEO,60 - 66kg,M,Bronze
2008,Wrestling,Wrestling Free.,TUR,60 - 66kg,M,Gold
2008,Wrestling,Wrestling Free.,UKR,60 - 66kg,M,Silver
2008,Wrestling,Wrestling Free.,JPN,63 - 72kg,W,Bronze
2008,Wrestling,Wrestling Free.,POL,63 - 72kg,W,Bronze
2008,Wrestling,Wrestling Free.,CHN,63 - 72kg,W,Gold
2008,Wrestling,Wrestling Free.,BUL,63 - 72kg,W,Silver
2008,Wrestling,Wrestling Free.,BLR,66 - 74kg,M,Bronze
2008,Wrestling,Wrestling Free.,BUL,66 - 74kg,M,Bronze
2008,Wrestling,Wrestling Free.,RUS,66 - 74kg,M,Gold
2008,Wrestling,Wrestling Free.,UZB,66 - 74kg,M,Silver
2008,Wrestling,Wrestling Free.,UKR,74 - 84kg,M,Bronze
2008,Wrestling,Wrestling Free.,RUS,74 - 84kg,M,Bronze
2008,Wrestling,Wrestling Free.,GEO,74 - 84kg,M,Gold
2008,Wrestling,Wrestling Free.,TJK,74 - 84kg,M,Silver
2008,Wrestling,Wrestling Free.,AZE,84 - 96kg,M,Bronze
2008,Wrestling,Wrestling Free.,GEO,84 - 96kg,M,Bronze
2008,Wrestling,Wrestling Free.,RUS,84 - 96kg,M,Gold
2008,Wrestling,Wrestling Free.,KAZ,84 - 96kg,M,Silver
2008,Wrestling,Wrestling Free.,SVK,96 - 120kg,M,Bronze
2008,Wrestling,Wrestling Free.,KAZ,96 - 120kg,M,Bronze
2008,Wrestling,Wrestling Free.,UZB,96 - 120kg,M,Gold
2008,Wrestling,Wrestling Free.,RUS,96 - 120kg,M,Silver
2008,Wrestling,Wrestling Gre-R,ARM,- 55kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,KOR,- 55kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,RUS,- 55kg,M,Gold
2008,Wrestling,Wrestling Gre-R,AZE,- 55kg,M,Silver
2008,Wrestling,Wrestling Gre-R,KAZ,55 - 60kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,KGZ,55 - 60kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,RUS,55 - 60kg,M,Gold
2008,Wrestling,Wrestling Gre-R,AZE,55 - 60kg,M,Silver
2008,Wrestling,Wrestling Gre-R,BLR,60 - 66kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,UKR,60 - 66kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,FRA,60 - 66kg,M,Gold
2008,Wrestling,Wrestling Gre-R,KGZ,60 - 66kg,M,Silver
2008,Wrestling,Wrestling Gre-R,FRA,66 - 74kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,BUL,66 - 74kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,GEO,66 - 74kg,M,Gold
2008,Wrestling,Wrestling Gre-R,CHN,66 - 74kg,M,Silver
2008,Wrestling,Wrestling Gre-R,TUR,74 - 84kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,ITA,74 - 84kg,M,Gold
2008,Wrestling,Wrestling Gre-R,HUN,74 - 84kg,M,Silver
2008,Wrestling,Wrestling Gre-R,KAZ,84 - 96kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,USA,84 - 96kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,RUS,84 - 96kg,M,Gold
2008,Wrestling,Wrestling Gre-R,GER,84 - 96kg,M,Silver
2008,Wrestling,Wrestling Gre-R,LTU,96 - 120kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,ARM,96 - 120kg,M,Bronze
2008,Wrestling,Wrestling Gre-R,CUB,96 - 120kg,M,Gold
2008,Wrestling,Wrestling Gre-R,RUS,96 - 120kg,M,Silver
