Edition,Sport,Discipline,NOC,Event,Event_gender,Medal
2000,Cycling,Cycling Track,AUS,Keirin,M,Silver
2000,Cycling,Cycling Track,ITA,Madison,M,Bronze
2000,Cycling,Cycling Track,AUS,Madison,M,Gold
2000,Cycling,Cycling Track,BEL,Madison,M,Silver
2000,Cycling,Cycling Track,AUS,Olympic Sprint,M,Bronze
2000,Cycling,Cycling Track,FRA,Olympic Sprint,M,Gold
2000,Cycling,Cycling Track,GBR,Olympic Sprint,M,Silver
2000,Cycling,Cycling Track,RUS,Points Race,M,Bronze
2000,Cycling,Cycling Track,ESP,Points Race,M,Gold
2000,Cycling,Cycling Track,URU,Points Race,M,Silver
2000,Cycling,Cycling Track,RUS,points race,W,Bronze
2000,Cycling,Cycling Track,ITA,points race,W,Gold
2000,Cycling,Cycling Track,NED,points race,W,Silver
2000,Cycling,Cycling Track,UKR,sprint,W,Bronze
2000,Cycling,Cycling Track,FRA,sprint,W,Gold
2000,Cycling,Cycling Track,RUS,sprint,W,Silver
2000,Cycling,Cycling Track,GER,Sprint indivual,M,Bronze
2000,Cycling,Cycling Track,USA,Sprint indivual,M,Gold
2000,Cycling,Cycling Track,FRA,Sprint indivual,M,Silver
2000,Cycling,Cycling Track,GBR,Team Pursuit (4000m),M,Bronze
2000,Cycling,Cycling Track,GER,Team Pursuit (4000m),M,Gold
2000,Cycling,Cycling Track,UKR,Team Pursuit (4000m),M,Silver
2000,Cycling,Mountain Bike,SUI,cross-country,M,Bronze
2000,Cycling,Mountain Bike,FRA,cross-country,M,Gold
2000,Cycling,Mountain Bike,BEL,cross-country,M,Silver
2000,Cycling,Mountain Bike,ESP,cross-country,W,Bronze
2000,Cycling,Mountain Bike,ITA,cross-country,W,Gold
2000,Cycling,Mountain Bike,SUI,cross-country,W,Silver
2000,Equestrian,Dressage,GER,individual,X,Bronze
2000,Equestrian,Dressage,NED,individual,X,Gold
2000,Equestrian,Dressage,GER,individual,X,Silver
2000,Equestrian,Dressage,USA,team,X,Bronze
2000,Equestrian,Dressage,NED,team,X,Silver
2000,Equestrian,Dressage,USA,team,X,Bronze
2000,Equestrian,Dressage,GER,team,X,Gold
2000,Equestrian,Dressage,NED,team,X,Silver
2000,Equestrian,Eventing,NZL,individual,X,Bronze
2000,Equestrian,Eventing,USA,individual,X,Gold
2000,Equestrian,Eventing,AUS,individual,X,Silver
2000,Equestrian,Eventing,USA,team,X,Bronze
2000,Equestrian,Eventing,AUS,team,X,Gold
2000,Equestrian,Eventing,GBR,team,X,Silver
2000,Equestrian,Eventing,USA,team,X,Bronze
2000,Equestrian,Eventing,GBR,team,X,Silver
2000,Equestrian,Jumping,KSA,individual,X,Bronze
2000,Equestrian,Jumping,NED,individual,X,Gold
2000,Equestrian,Jumping,NED,individual,X,Silver
2000,Equestrian,Jumping,BRA,team,X,Bronze
2000,Equestrian,Jumping,GER,team,X,Gold
2000,Equestrian,Jumping,SUI,team,X,Silver
2000,Equestrian,Jumping,SUI,team,X,Silver
2000,Fencing,Fencing,KOR,¨¦p¨¦e individual,M,Bronze
2000,Fencing,Fencing,RUS,¨¦p¨¦e individual,M,Gold
2000,Fencing,Fencing,FRA,¨¦p¨¦e individual,M,Silver
2000,Fencing,Fencing,FRA,¨¦p¨¦e individual,W,Bronze
2000,Fencing,Fencing,HUN,¨¦p¨¦e individual,W,Gold
2000,Fencing,Fencing,SUI,¨¦p¨¦e individual,W,Silver
2000,Fencing,Fencing,CUB,¨¦p¨¦e team,M,Bronze
2000,Fencing,Fencing,ITA,¨¦p¨¦e team,M,Gold
2000,Fencing,Fencing,FRA,¨¦p¨¦e team,M,Silver
2000,Fencing,Fencing,CHN,¨¦p¨¦e team,W,Bronze
2000,Fencing,Fencing,RUS,¨¦p¨¦e team,W,Gold
2000,Fencing,Fencing,SUI,¨¦p¨¦e team,W,Silver
2000,Fencing,Fencing,RUS,foil individual,M,Bronze
2000,Fencing,Fencing,KOR,foil individual,M,Gold
2000,Fencing,Fencing,GER,foil individual,M,Silver
2000,Fencing,Fencing,ITA,foil individual,W,Bronze
2000,Fencing,Fencing,ITA,foil individual,W,Gold
2000,Fencing,Fencing,GER,foil individual,W,Silver
2000,Fencing,Fencing,ITA,foil team,M,Bronze
2000,Fencing,Fencing,FRA,foil team,M,Gold
2000,Fencing,Fencing,CHN,foil team,M,Silver
2000,Fencing,Fencing,GER,foil team,W,Bronze
2000,Fencing,Fencing,ITA,foil team,W,Gold
2000,Fencing,Fencing,POL,foil team,W,Silver
2000,Fencing,Fencing,GER,sabre individual,M,Bronze
2000,Fencing,Fencing,ROU,sabre individual,M,Gold
2000,Fencing,Fencing,FRA,sabre individual,M,Silver
2000,Fencing,Fencing,GER,sabre team,M,Bronze
2000,Fencing,Fencing,RUS,sabre team,M,Gold
2000,Fencing,Fencing,FRA,sabre team,M,Silver
2000,Football,Football,CHI,football,M,Bronze
2000,Football,Football,CMR,football,M,Gold
2000,Football,Football,ESP,football,M,Silver
2000,Football,Football,GER,football,W,Bronze
2000,Football,Football,NOR,football,W,Gold
2000,Football,Football,USA,football,W,Silver
2000,Gymnastics,Artistic G.,RUS,balance beam,W,Bronze
2000,Gymnastics,Artistic G.,CHN,balance beam,W,Gold
2000,Gymnastics,Artistic G.,RUS,balance beam,W,Silver
2000,Gymnastics,Artistic G.,BUL,floor exercises,M,Bronze
2000,Gymnastics,Artistic G.,LAT,floor exercises,M,Gold
2000,Gymnastics,Artistic G.,RUS,floor exercises,M,Silver
2000,Gymnastics,Artistic G.,ROU,floor exercises,W,Bronze
2000,Gymnastics,Artistic G.,RUS,floor exercises,W,Gold
2000,Gymnastics,Artistic G.,RUS,floor exercises,W,Silver
2000,Gymnastics,Artistic G.,KOR,horizontal bar,M,Bronze
2000,Gymnastics,Artistic G.,RUS,horizontal bar,M,Gold
2000,Gymnastics,Artistic G.,FRA,horizontal bar,M,Silver
2000,Gymnastics,Artistic G.,UKR,individual all-round,M,Bronze
2000,Gymnastics,Artistic G.,RUS,individual all-round,M,Gold
2000,Gymnastics,Artistic G.,CHN,individual all-round,M,Silver
2000,Gymnastics,Artistic G.,CHN,individual all-round,W,Bronze
2000,Gymnastics,Artistic G.,ROU,individual all-round,W,Gold
2000,Gymnastics,Artistic G.,ROU,individual all-round,W,Silver
2000,Gymnastics,Artistic G.,RUS,parallel bars,M,Bronze
2000,Gymnastics,Artistic G.,CHN,parallel bars,M,Gold
2000,Gymnastics,Artistic G.,KOR,parallel bars,M,Silver
2000,Gymnastics,Artistic G.,RUS,pommel horse,M,Bronze
2000,Gymnastics,Artistic G.,ROU,pommel horse,M,Gold
2000,Gymnastics,Artistic G.,FRA,pommel horse,M,Silver
2000,Gymnastics,Artistic G.,BUL,rings,M,Bronze
2000,Gymnastics,Artistic G.,HUN,rings,M,Gold
2000,Gymnastics,Artistic G.,GRE,rings,M,Silver
2000,Gymnastics,Artistic G.,RUS,team competition,M,Bronze
2000,Gymnastics,Artistic G.,CHN,team competition,M,Gold
2000,Gymnastics,Artistic G.,UKR,team competition,M,Silver
2000,Gymnastics,Artistic G.,USA,team competition,W,Bronze
2000,Gymnastics,Artistic G.,ROU,team competition,W,Gold
2000,Gymnastics,Artistic G.,RUS,team competition,W,Silver
2000,Gymnastics,Artistic G.,CHN,uneven bars,W,Bronze
2000,Gymnastics,Artistic G.,RUS,uneven bars,W,Gold
2000,Gymnastics,Artistic G.,CHN,uneven bars,W,Silver
2000,Gymnastics,Artistic G.,POL,vault,M,Bronze
2000,Gymnastics,Artistic G.,ESP,vault,M,Gold
2000,Gymnastics,Artistic G.,RUS,vault,M,Silver
2000,Gymnastics,Artistic G.,RUS,vault,W,Bronze
2000,Gymnastics,Artistic G.,RUS,vault,W,Gold
2000,Gymnastics,Artistic G.,ROU,vault,W,Silver
2000,Gymnastics,Rhythmic G.,GRE,group competition,W,Bronze
2000,Gymnastics,Rhythmic G.,RUS,group competition,W,Gold
2000,Gymnastics,Rhythmic G.,BLR,group competition,W,Silver
2000,Gymnastics,Rhythmic G.,RUS,individual all-round,W,Bronze
2000,Gymnastics,Rhythmic G.,RUS,individual all-round,W,Gold
2000,Gymnastics,Rhythmic G.,BLR,individual all-round,W,Silver
2000,Gymnastics,Trampoline,CAN,individual,M,Bronze
2000,Gymnastics,Trampoline,RUS,individual,M,Gold
2000,Gymnastics,Trampoline,AUS,individual,M,Silver
2000,Gymnastics,Trampoline,CAN,individual,W,Bronze
2000,Gymnastics,Trampoline,RUS,individual,W,Gold
2000,Gymnastics,Trampoline,UKR,individual,W,Silver
2000,Handball,Handball,ESP,handball,M,Bronze
2000,Handball,Handball,RUS,handball,M,Gold
2000,Handball,Handball,SWE,handball,M,Silver
2000,Handball,Handball,NOR,handball,W,Bronze
2000,Handball,Handball,DEN,handball,W,Gold
2000,Handball,Handball,HUN,handball,W,Silver
2000,Hockey,Hockey,AUS,hockey,M,Bronze
2000,Hockey,Hockey,NED,hockey,M,Gold
2000,Hockey,Hockey,KOR,hockey,M,Silver
2000,Hockey,Hockey,NED,hockey,W,Bronze
2000,Hockey,Hockey,AUS,hockey,W,Gold
2000,Hockey,Hockey,ARG,hockey,W,Silver
2000,Judo,Judo,GER,- 48kg (extra-lightweight),W,Bronze
2000,Judo,Judo,BEL,- 48kg (extra-lightweight),W,Bronze
2000,Judo,Judo,JPN,- 48kg (extra-lightweight),W,Gold
2000,Judo,Judo,RUS,- 48kg (extra-lightweight),W,Silver
2000,Judo,Judo,CUB,- 60 kg,M,Bronze
2000,Judo,Judo,KGZ,- 60 kg,M,Bronze
2000,Judo,Judo,JPN,- 60 kg,M,Gold
2000,Judo,Judo,KOR,- 60 kg,M,Silver
2000,Judo,Judo,EST,+ 100kg (heavyweight),M,Bronze
2000,Judo,Judo,RUS,+ 100kg (heavyweight),M,Bronze
2000,Judo,Judo,FRA,+ 100kg (heavyweight),M,Gold
2000,Judo,Judo,JPN,+ 100kg (heavyweight),M,Silver
2000,Judo,Judo,KOR,+ 78kg (heavyweight),W,Bronze
2000,Judo,Judo,JPN,+ 78kg (heavyweight),W,Bronze
2000,Judo,Judo,CHN,+ 78kg (heavyweight),W,Gold
2000,Judo,Judo,CUB,+ 78kg (heavyweight),W,Silver
2000,Judo,Judo,PRK,48 - 52kg (half-lightweight),W,Bronze
2000,Judo,Judo,CHN,48 - 52kg (half-lightweight),W,Bronze
2000,Judo,Judo,CUB,48 - 52kg (half-lightweight),W,Gold
2000,Judo,Judo,JPN,48 - 52kg (half-lightweight),W,Silver
2000,Judo,Judo,JPN,52 - 57kg (lightweight),W,Bronze
2000,Judo,Judo,AUS,52 - 57kg (lightweight),W,Bronze
2000,Judo,Judo,ESP,52 - 57kg (lightweight),W,Gold
2000,Judo,Judo,CUB,52 - 57kg (lightweight),W,Silver
2000,Judo,Judo,KOR,57 - 63kg (half-middleweight),W,Bronze
2000,Judo,Judo,BEL,57 - 63kg (half-middleweight),W,Bronze
2000,Judo,Judo,FRA,57 - 63kg (half-middleweight),W,Gold
2000,Judo,Judo,CHN,57 - 63kg (half-middleweight),W,Silver
2000,Judo,Judo,ITA,60 - 66kg (half-lightweight),M,Bronze
2000,Judo,Judo,GEO,60 - 66kg (half-lightweight),M,Bronze
2000,Judo,Judo,TUR,60 - 66kg (half-lightweight),M,Gold
2000,Judo,Judo,FRA,60 - 66kg (half-lightweight),M,Silver
2000,Judo,Judo,KOR,63 - 70kg (middleweight),W,Bronze
2000,Judo,Judo,ITA,63 - 70kg (middleweight),W,Bronze
2000,Judo,Judo,CUB,63 - 70kg (middleweight),W,Gold
2000,Judo,Judo,GBR,63 - 70kg (middleweight),W,Silver
2000,Judo,Judo,BLR,66 - 73kg (lightweight),M,Bronze
2000,Judo,Judo,LAT,66 - 73kg (lightweight),M,Bronze
2000,Judo,Judo,ITA,66 - 73kg (lightweight),M,Gold
2000,Judo,Judo,BRA,66 - 73kg (lightweight),M,Silver
2000,Judo,Judo,ITA,70 - 78kg (half-heavyweight),W,Bronze
2000,Judo,Judo,ROU,70 - 78kg (half-heavyweight),W,Bronze
2000,Judo,Judo,CHN,70 - 78kg (half-heavyweight),W,Gold
2000,Judo,Judo,FRA,70 - 78kg (half-heavyweight),W,Silver
2000,Judo,Judo,EST,73 - 81kg (half-middleweight),M,Bronze
2000,Judo,Judo,POR,73 - 81kg (half-middleweight),M,Bronze
2000,Judo,Judo,JPN,73 - 81kg (half-middleweight),M,Gold
2000,Judo,Judo,KOR,73 - 81kg (half-middleweight),M,Silver
2000,Judo,Judo,FRA,81 - 90kg (middleweight),M,Bronze
2000,Judo,Judo,UKR,81 - 90kg (middleweight),M,Bronze
2000,Judo,Judo,NED,81 - 90kg (middleweight),M,Gold
2000,Judo,Judo,BRA,81 - 90kg (middleweight),M,Silver
2000,Judo,Judo,RUS,90 - 100kg (half-heavyweight),M,Bronze
2000,Judo,Judo,FRA,90 - 100kg (half-heavyweight),M,Bronze
2000,Judo,Judo,JPN,90 - 100kg (half-heavyweight),M,Gold
2000,Judo,Judo,CAN,90 - 100kg (half-heavyweight),M,Silver
2000,Modern Pentathlon,Modern Pentath.,BLR,Individual competition,M,Bronze
2000,Modern Pentathlon,Modern Pentath.,RUS,Individual competition,M,Gold
2000,Modern Pentathlon,Modern Pentath.,HUN,Individual competition,M,Silver
2000,Modern Pentathlon,Modern Pentath.,GBR,Individual competition,W,Bronze
2000,Modern Pentathlon,Modern Pentath.,GBR,Individual competition,W,Gold
2000,Modern Pentathlon,Modern Pentath.,USA,Individual competition,W,Silver
2000,Rowing,Rowing,AUS,coxless pair (2-),M,Bronze
2000,Rowing,Rowing,FRA,coxless pair (2-),M,Gold
2000,Rowing,Rowing,USA,coxless pair (2-),M,Silver
2000,Rowing,Rowing,ITA,double sculls (2x),M,Bronze
2000,Rowing,Rowing,SLO,double sculls (2x),M,Gold
2000,Rowing,Rowing,NOR,double sculls (2x),M,Silver
2000,Rowing,Rowing,LTU,double sculls (2x),W,Bronze
2000,Rowing,Rowing,GER,double sculls (2x),W,Gold
2000,Rowing,Rowing,NED,double sculls (2x),W,Silver
2000,Rowing,Rowing,CRO,eight with coxswain (8+),M,Bronze
2000,Rowing,Rowing,GBR,eight with coxswain (8+),M,Gold
2000,Rowing,Rowing,AUS,eight with coxswain (8+),M,Silver
2000,Rowing,Rowing,CAN,eight with coxswain (8+),W,Bronze
2000,Rowing,Rowing,ROU,eight with coxswain (8+),W,Gold
2000,Rowing,Rowing,NED,eight with coxswain (8+),W,Silver
2000,Rowing,Rowing,AUS,four without coxswain (4-),M,Bronze
2000,Rowing,Rowing,GBR,four without coxswain (4-),M,Gold
2000,Rowing,Rowing,ITA,four without coxswain (4-),M,Silver
2000,Rowing,Rowing,DEN,lightweight coxless four (4-),M,Bronze
2000,Rowing,Rowing,FRA,lightweight coxless four (4-),M,Gold
2000,Rowing,Rowing,AUS,lightweight coxless four (4-),M,Silver
2000,Rowing,Rowing,FRA,lightweight double sculls (2x),M,Bronze
2000,Rowing,Rowing,POL,lightweight double sculls (2x),M,Gold
2000,Rowing,Rowing,ITA,lightweight double sculls (2x),M,Silver
2000,Rowing,Rowing,USA,lightweight double sculls (2x),W,Bronze
2000,Rowing,Rowing,ROU,lightweight double sculls (2x),W,Gold
2000,Rowing,Rowing,GER,lightweight double sculls (2x),W,Silver
2000,Rowing,Rowing,USA,pair without coxswain (2-),W,Bronze
2000,Rowing,Rowing,ROU,pair without coxswain (2-),W,Gold
2000,Rowing,Rowing,AUS,pair without coxswain (2-),W,Silver
2000,Rowing,Rowing,GER,quadruple sculls without coxswain (4x),M,Bronze
2000,Rowing,Rowing,ITA,quadruple sculls without coxswain (4x),M,Gold
2000,Rowing,Rowing,NED,quadruple sculls without coxswain (4x),M,Silver
2000,Rowing,Rowing,RUS,quadruple sculls without coxswain (4x),W,Bronze
2000,Rowing,Rowing,GER,quadruple sculls without coxswain (4x),W,Gold
2000,Rowing,Rowing,GBR,quadruple sculls without coxswain (4x),W,Silver
2000,Rowing,Rowing,GER,single sculls (1x),M,Bronze
2000,Rowing,Rowing,NZL,single sculls (1x),M,Gold
2000,Rowing,Rowing,SUI,single sculls (1x),M,Silver
2000,Rowing,Rowing,GER,single sculls (1x),W,Bronze
2000,Rowing,Rowing,BLR,single sculls (1x),W,Gold
2000,Rowing,Rowing,BUL,single sculls (1x),W,Silver
2000,Sailing,Sailing,ARG,470 - Two Person Dinghy,M,Bronze
2000,Sailing,Sailing,AUS,470 - Two Person Dinghy,M,Gold
2000,Sailing,Sailing,USA,470 - Two Person Dinghy,M,Silver
2000,Sailing,Sailing,UKR,470 - Two Person Dinghy,W,Bronze
2000,Sailing,Sailing,AUS,470 - Two Person Dinghy,W,Gold
2000,Sailing,Sailing,USA,470 - Two Person Dinghy,W,Silver
2000,Sailing,Sailing,USA,49er - Skiff,X,Bronze
2000,Sailing,Sailing,FIN,49er - Skiff,X,Gold
2000,Sailing,Sailing,GBR,49er - Skiff,X,Silver
2000,Sailing,Sailing,NZL,board (Mistral),M,Bronze
2000,Sailing,Sailing,AUT,board (Mistral),M,Gold
2000,Sailing,Sailing,ARG,board (Mistral),M,Silver
2000,Sailing,Sailing,NZL,board (Mistral),W,Bronze
2000,Sailing,Sailing,ITA,board (Mistral),W,Gold
2000,Sailing,Sailing,GER,board (Mistral),W,Silver
2000,Sailing,Sailing,NOR,fleet/match race keelboat open (Soling),X,Bronze
2000,Sailing,Sailing,DEN,fleet/match race keelboat open (Soling),X,Gold
2000,Sailing,Sailing,GER,fleet/match race keelboat open (Soling),X,Silver
2000,Sailing,Sailing,ARG,single-handed dinghy (Europe),W,Bronze
2000,Sailing,Sailing,GBR,single-handed dinghy (Europe),W,Gold
2000,Sailing,Sailing,NED,single-handed dinghy (Europe),W,Silver
2000,Sailing,Sailing,SWE,single-handed dinghy (Finn),M,Bronze
2000,Sailing,Sailing,GBR,single-handed dinghy (Finn),M,Gold
2000,Sailing,Sailing,ITA,single-handed dinghy (Finn),M,Silver
2000,Sailing,Sailing,AUS,single-handed dinghy open (Laser),X,Bronze
2000,Sailing,Sailing,GBR,single-handed dinghy open (Laser),X,Gold
2000,Sailing,Sailing,BRA,single-handed dinghy open (Laser),X,Silver
2000,Sailing,Sailing,GER,Tornado - Multihull,X,Bronze
2000,Sailing,Sailing,AUT,Tornado - Multihull,X,Gold
2000,Sailing,Sailing,AUS,Tornado - Multihull,X,Silver
2000,Sailing,Sailing,BRA,two-person keelboat open (Star),X,Bronze
2000,Sailing,Sailing,USA,two-person keelboat open (Star),X,Gold
2000,Sailing,Sailing,GBR,two-person keelboat open (Star),X,Silver
2000,Shooting,Shooting,AUS,10m air pistol (40 shots),W,Bronze
2000,Shooting,Shooting,CHN,10m air pistol (40 shots),W,Gold
2000,Shooting,Shooting,YUG,10m air pistol (40 shots),W,Silver
2000,Shooting,Shooting,BLR,10m air pistol (60 shots),M,Bronze
2000,Shooting,Shooting,FRA,10m air pistol (60 shots),M,Gold
2000,Shooting,Shooting,CHN,10m air pistol (60 shots),M,Silver
2000,Shooting,Shooting,CHN,10m air rifle (40 shots),W,Bronze
2000,Shooting,Shooting,USA,10m air rifle (40 shots),W,Gold
2000,Shooting,Shooting,KOR,10m air rifle (40 shots),W,Silver
2000,Shooting,Shooting,RUS,10m air rifle (60 shots),M,Bronze
2000,Shooting,Shooting,CHN,10m air rifle (60 shots),M,Gold
2000,Shooting,Shooting,RUS,10m air rifle (60 shots),M,Silver
2000,Shooting,Shooting,CHN,10m running target (30+30 shots),M,Bronze
2000,Shooting,Shooting,CHN,10m running target (30+30 shots),M,Gold
2000,Shooting,Shooting,MDA,10m running target (30+30 shots),M,Silver
2000,Shooting,Shooting,BLR,25m pistol (30+30 shots),W,Bronze
2000,Shooting,Shooting,BUL,25m pistol (30+30 shots),W,Gold
2000,Shooting,Shooting,CHN,25m pistol (30+30 shots),W,Silver
2000,Shooting,Shooting,ROU,25m rapid fire pistol (60 shots),M,Bronze
2000,Shooting,Shooting,RUS,25m rapid fire pistol (60 shots),M,Gold
2000,Shooting,Shooting,SUI,25m rapid fire pistol (60 shots),M,Silver
2000,Shooting,Shooting,CZE,50m pistol (60 shots),M,Bronze
2000,Shooting,Shooting,BUL,50m pistol (60 shots),M,Gold
2000,Shooting,Shooting,BLR,50m pistol (60 shots),M,Silver
2000,Shooting,Shooting,RUS,50m rifle 3 positions (3x20 shots),W,Bronze
2000,Shooting,Shooting,POL,50m rifle 3 positions (3x20 shots),W,Gold
2000,Shooting,Shooting,RUS,50m rifle 3 positions (3x20 shots),W,Silver
2000,Shooting,Shooting,NOR,50m rifle 3 positions (3x40 shots),M,Bronze
2000,Shooting,Shooting,SLO,50m rifle 3 positions (3x40 shots),M,Gold
2000,Shooting,Shooting,FIN,50m rifle 3 positions (3x40 shots),M,Silver
2000,Shooting,Shooting,BLR,50m rifle prone (60 shots),M,Bronze
2000,Shooting,Shooting,SWE,50m rifle prone (60 shots),M,Gold
2000,Shooting,Shooting,DEN,50m rifle prone (60 shots),M,Silver
2000,Shooting,Shooting,USA,double trap (120 targets),W,Bronze
2000,Shooting,Shooting,SWE,double trap (120 targets),W,Gold
2000,Shooting,Shooting,ITA,double trap (120 targets),W,Silver
2000,Shooting,Shooting,KUW,double trap (150 targets),M,Bronze
2000,Shooting,Shooting,GBR,double trap (150 targets),M,Gold
2000,Shooting,Shooting,AUS,double trap (150 targets),M,Silver
2000,Shooting,Shooting,USA,skeet (125 targets),M,Bronze
2000,Shooting,Shooting,UKR,skeet (125 targets),M,Gold
2000,Shooting,Shooting,CZE,skeet (125 targets),M,Silver
2000,Shooting,Shooting,HUN,skeet (75 targets),W,Bronze
2000,Shooting,Shooting,AZE,skeet (75 targets),W,Gold
2000,Shooting,Shooting,RUS,skeet (75 targets),W,Silver
2000,Shooting,Shooting,ITA,trap (125 targets),M,Bronze
2000,Shooting,Shooting,AUS,trap (125 targets),M,Gold
2000,Shooting,Shooting,GBR,trap (125 targets),M,Silver
2000,Shooting,Shooting,CHN,trap (75 targets),W,Bronze
2000,Shooting,Shooting,LTU,trap (75 targets),W,Gold
2000,Shooting,Shooting,FRA,trap (75 targets),W,Silver
2000,Softball,Softball,AUS,softball,W,Bronze
2000,Softball,Softball,USA,softball,W,Gold
2000,Softball,Softball,JPN,softball,W,Silver
2000,Table Tennis,Table Tennis,FRA,doubles,M,Bronze
2000,Table Tennis,Table Tennis,CHN,doubles,M,Gold
2000,Table Tennis,Table Tennis,CHN,doubles,M,Silver
2000,Table Tennis,Table Tennis,KOR,doubles,W,Bronze
2000,Table Tennis,Table Tennis,CHN,doubles,W,Gold
2000,Table Tennis,Table Tennis,CHN,doubles,W,Silver
2000,Table Tennis,Table Tennis,CHN,singles,M,Bronze
2000,Table Tennis,Table Tennis,CHN,singles,M,Gold
2000,Table Tennis,Table Tennis,SWE,singles,M,Silver
2000,Table Tennis,Table Tennis,TPE,singles,W,Bronze
2000,Table Tennis,Table Tennis,CHN,singles,W,Gold
2000,Table Tennis,Table Tennis,CHN,singles,W,Silver
2000,Taekwondo,Taekwondo,TPE,- 49 kg,W,Bronze
2000,Taekwondo,Taekwondo,AUS,- 49 kg,W,Gold
2000,Taekwondo,Taekwondo,CUB,- 49 kg,W,Silver
2000,Taekwondo,Taekwondo,TPE,- 58 kg,M,Bronze
2000,Taekwondo,Taekwondo,GRE,- 58 kg,M,Gold
2000,Taekwondo,Taekwondo,ESP,- 58 kg,M,Silver
2000,Taekwondo,Taekwondo,CAN,+ 67 kg,W,Bronze
2000,Taekwondo,Taekwondo,CHN,+ 67 kg,W,Gold
2000,Taekwondo,Taekwondo,RUS,+ 67 kg,W,Silver
2000,Taekwondo,Taekwondo,FRA,+ 80 kg,M,Bronze
2000,Taekwondo,Taekwondo,KOR,+ 80 kg,M,Gold
2000,Taekwondo,Taekwondo,AUS,+ 80 kg,M,Silver
2000,Taekwondo,Taekwondo,TUR,49 - 57 kg,W,Bronze
2000,Taekwondo,Taekwondo,KOR,49 - 57 kg,W,Gold
2000,Taekwondo,Taekwondo,VIE,49 - 57 kg,W,Silver
2000,Taekwondo,Taekwondo,JPN,57 - 67 kg,W,Bronze
2000,Taekwondo,Taekwondo,KOR,57 - 67 kg,W,Gold
2000,Taekwondo,Taekwondo,NOR,57 - 67 kg,W,Silver
2000,Taekwondo,Taekwondo,IRI,58 - 68 kg,M,Bronze
2000,Taekwondo,Taekwondo,USA,58 - 68 kg,M,Gold
2000,Taekwondo,Taekwondo,KOR,58 - 68 kg,M,Silver
2000,Taekwondo,Taekwondo,MEX,68 - 80 kg,M,Bronze
2000,Taekwondo,Taekwondo,CUB,68 - 80 kg,M,Gold
2000,Taekwondo,Taekwondo,GER,68 - 80 kg,M,Silver
2000,Tennis,Tennis,ESP,doubles,M,Bronze
2000,Tennis,Tennis,CAN,doubles,M,Gold
2000,Tennis,Tennis,AUS,doubles,M,Silver
2000,Tennis,Tennis,BEL,doubles,W,Bronze
2000,Tennis,Tennis,USA,doubles,W,Gold
2000,Tennis,Tennis,NED,doubles,W,Silver
2000,Tennis,Tennis,FRA,singles,M,Bronze
2000,Tennis,Tennis,RUS,singles,M,Gold
2000,Tennis,Tennis,GER,singles,M,Silver
2000,Tennis,Tennis,USA,singles,W,Bronze
2000,Tennis,Tennis,USA,singles,W,Gold
2000,Tennis,Tennis,RUS,singles,W,Silver
2000,Triathlon,Triathlon,CZE,Individual,M,Bronze
2000,Triathlon,Triathlon,CAN,Individual,M,Gold
2000,Triathlon,Triathlon,GER,Individual,M,Silver
2000,Triathlon,Triathlon,SUI,Individual,W,Bronze
2000,Triathlon,Triathlon,SUI,Individual,W,Gold
2000,Triathlon,Triathlon,AUS,Individual,W,Silver
2000,Volleyball,Beach volley.,GER,beach volleyball,M,Bronze
2000,Volleyball,Beach volley.,USA,beach volleyball,M,Gold
2000,Volleyball,Beach volley.,BRA,beach volleyball,M,Silver
2000,Volleyball,Beach volley.,BRA,beach volleyball,W,Bronze
2000,Volleyball,Beach volley.,AUS,beach volleyball,W,Gold
2000,Volleyball,Beach volley.,BRA,beach volleyball,W,Silver
2000,Volleyball,Volleyball,ITA,volleyball,M,Bronze
2000,Volleyball,Volleyball,YUG,volleyball,M,Gold
2000,Volleyball,Volleyball,RUS,volleyball,M,Silver
2000,Volleyball,Volleyball,BRA,volleyball,W,Bronze
2000,Volleyball,Volleyball,CUB,volleyball,W,Gold
2000,Volleyball,Volleyball,RUS,volleyball,W,Silver
2000,Weightlifting,Weightlifting,RUS,+ 105kg,M,Bronze
2000,Weightlifting,Weightlifting,IRI,+ 105kg,M,Gold
2000,Weightlifting,Weightlifting,GER,+ 105kg,M,Silver
2000,Weightlifting,Weightlifting,USA,+ 75kg,W,Bronze
2000,Weightlifting,Weightlifting,CHN,+ 75kg,W,Gold
2000,Weightlifting,Weightlifting,POL,+ 75kg,W,Silver
2000,Weightlifting,Weightlifting,QAT,105kg,M,Bronze
2000,Weightlifting,Weightlifting,IRI,105kg,M,Gold
2000,Weightlifting,Weightlifting,BUL,105kg,M,Silver
2000,Weightlifting,Weightlifting,INA,48kg,W,Bronze
2000,Weightlifting,Weightlifting,USA,48kg,W,Gold
2000,Weightlifting,Weightlifting,INA,48kg,W,Silver
2000,Weightlifting,Weightlifting,INA,53kg,W,Bronze
2000,Weightlifting,Weightlifting,CHN,53kg,W,Gold
2000,Weightlifting,Weightlifting,TPE,53kg,W,Silver
2000,Weightlifting,Weightlifting,CHN,56kg,M,Bronze
2000,Weightlifting,Weightlifting,TUR,56kg,M,Gold
2000,Weightlifting,Weightlifting,CHN,56kg,M,Silver
2000,Weightlifting,Weightlifting,THA,58kg,W,Bronze
2000,Weightlifting,Weightlifting,MEX,58kg,W,Gold
2000,Weightlifting,Weightlifting,PRK,58kg,W,Silver
